Image Path,Classification
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0051.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0055.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0129.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0150.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0157.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0160.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0237.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0250.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0254.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0256.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0257.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0261.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0262.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0263.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0264.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0265.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0288.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0300.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0301.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0305.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0322.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0339.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0341.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0342.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0344.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0351.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0354.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0360.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0368.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0373.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0377.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0378.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0386.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0388.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0399.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0403.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0410.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0429.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0458.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT0529.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_PICT1491.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_SUNP0080.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_SUNP0746.JPG,Day
balanced_dataset_split\test\cn-raptors\cn-raptors_SUNP1668.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140804-PICT0034.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140804-PICT0173.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140804-PICT0189.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140804-PICT0206.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140804-PICT0213.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140808-PICT0020.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140808-PICT0045.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20140808-PICT0090.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20160317-PICT1485.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20160320-PICT2458.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_20170603-PICT5434.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_MDGC0111.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_MDGC0217.JPG,Day
balanced_dataset_split\test\columbidae\columbidae_PICT0092.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_20131122-PICT0849.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_20170218-PICT0497.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_20170224-PICT3630.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0011.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0014.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0015.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0034.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0037.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0046.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0056.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0059.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0085.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0086.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0091.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_CDY_0150.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0004.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0010.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0026.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0029.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0209.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0210.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_MDGC0297.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0017.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0018.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0032.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0036.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0056.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0075.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0081.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0087.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0089.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0091.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0101.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0112.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0113.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0117.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0679.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0680.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT0705.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT2695.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT2698.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT2701.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT4879.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT6331.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT6335.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT6761.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT8749.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_PICT8750.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0106.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0138.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0154.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0159.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0183.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0185.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0196.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0267.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0281.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0285.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0290.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0292.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0294.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0296.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0298.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0305.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0309.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0311.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0330.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0336.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0337.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0339.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0397.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0402.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0403.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0418.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0419.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0497.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0498.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0499.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0504.JPG,Day
balanced_dataset_split\test\corvus albus\corvus albus_SUNP0505.JPG,Day
balanced_dataset_split\test\corvus capensis\corvus capensis_20140626-PICT0177.JPG,Day
balanced_dataset_split\test\corvus capensis\corvus capensis_20140626-PICT0180.JPG,Day
balanced_dataset_split\test\corvus capensis\corvus capensis_20140626-PICT0182.JPG,Day
balanced_dataset_split\test\corvus capensis\corvus capensis_CDY_0071.JPG,Day
balanced_dataset_split\test\corvus capensis\corvus capensis_PICT1135.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110105-PICT0758.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110105-PICT0760.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110105-PICT0768.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110111-PICT1634.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110113-PICT2135.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110114-PICT2297.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20110214-PICT6000.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140322-PICT3895.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140322-PICT3935.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140325-PICT4057.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140329-PICT4477.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140329-PICT4485.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140330-PICT4784.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140407-PICT8280.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140417-PICT0233.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140420-PICT0326.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140624-PICT0228.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20140819-PICT0031.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20141005-PICT1850.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20150127-PICT0472.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20150214-PICT0621.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20150518-PICT1237.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20150827-PICT0447.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20151009-PICT0250.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20151021-PICT0043.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_20160313-PICT0456.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_B. ABELS.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_E. POACHERS (2).JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0010.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0037.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0100.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0640.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0643.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0652.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_MDGC0654.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0056.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0094.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0111.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0118.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0121.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0135.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0136.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0145.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0165.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0208.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0209.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0224.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0227.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0228.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0233.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0240.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0258.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0260.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0326.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0328.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0338.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0379.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0447.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0458.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0582.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0606.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0623.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0657.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0717.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0829.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0856.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0863.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0867.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0901.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0919.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0940.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0955.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT0956.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT1297.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT1299.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT1390.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT1489.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_PICT1498.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0144.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0145.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0146.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0151.JPG,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0366.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0404.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0410.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0417.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0447.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0456.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0463.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0493.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0507.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0509.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0511.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0522.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0527.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0625.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0639.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_SUNP0643.JPG,Night
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_Susis Spring 24 October 2009 290.jpg,Day
balanced_dataset_split\test\crocuta crocuta\crocuta crocuta_Suzis Spring 31 October 2009 194.jpg,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20110120-PICT0088.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20110120-PICT0090.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20110320-PICT0122.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140116-PICT0044.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140118-PICT0066.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140118-PICT0071.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140122-PICT0130.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140124-PICT0187.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140201-PICT0280.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140305-PICT0216.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140404-PICT0488.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140405-PICT0504.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140410-PICT0034.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140410-PICT0037.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140410-PICT0038.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140602-PICT0077.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140710-PICT0098.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140801-PICT0118.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140802-PICT0694.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140917-PICT0161.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20140917-PICT0168.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20141001-PICT1340.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20141003-PICT1091.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20141020-PICT0051.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20141020-PICT1128.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20141020-PICT1151.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20141222-EK000169.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150117-PICT0024.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150205-RCX_0617.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150207-PICT0057.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150428-PICT0997.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150529-EK000442.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150718-EK000606.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150721-EK000643.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150721-EK000644.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150804-PICT0033.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150810-EK000799.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_20150829-PICT0452.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_IM000257.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0018.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0104.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0112.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0134.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0140.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0178.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0183.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0185.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0191.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0203.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0207.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0217.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0237.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0256.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0268.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0303.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0349.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0369.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0384.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0435.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0451.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0495.JPG,Day
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0503.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0736.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0746.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0768.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0875.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0890.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0939.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0976.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT0984.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1005.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1007.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1033.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1088.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1149.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1155.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1168.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1284.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1320.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1325.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1367.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1401.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1402.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1513.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1532.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1596.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1597.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1639.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1655.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1662.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1806.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1871.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT1952.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT2046.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT2161.JPG,Night
